Hour,Generation_Value,Date,Fuel
20,100.27271,1/16/2021,Hydro
20,5121.460343,1/16/2021,Nuclear
20,5.407637,1/16/2021,Other
20,1.128166,1/16/2021,Solar
20,7436.122498,1/16/2021,Wind
20,20.966852,1/17/2021,Biomass
20,11528.09929,1/17/2021,Coal
20,1121.748425,1/17/2021,Gas
20,17477.36908,1/17/2021,Gas-CC
20,54.584622,1/17/2021,Hydro
20,5119.952769,1/17/2021,Nuclear
20,10.670538,1/17/2021,Other
20,4.70983,1/17/2021,Solar
20,4303.864918,1/17/2021,Wind
20,21.622381,1/18/2021,Biomass
20,7142.523286,1/18/2021,Coal
20,623.315706,1/18/2021,Gas
20,7885.940477,1/18/2021,Gas-CC
20,53.221351,1/18/2021,Hydro
20,5119.499389,1/18/2021,Nuclear
20,15.64708,1/18/2021,Other
20,1.574986,1/18/2021,Solar
20,20262.27661,1/18/2021,Wind
20,21.410865,1/19/2021,Biomass
20,10734.75729,1/19/2021,Coal
20,1171.513059,1/19/2021,Gas
20,14437.25205,1/19/2021,Gas-CC
20,121.762705,1/19/2021,Hydro
20,5116.063867,1/19/2021,Nuclear
20,17.432115,1/19/2021,Other
20,0.003693,1/19/2021,Solar
20,11759.32219,1/19/2021,Wind
20,18.397913,1/20/2021,Biomass
20,10474.25431,1/20/2021,Coal
20,1569.611626,1/20/2021,Gas
20,17170.05372,1/20/2021,Gas-CC
20,78.855409,1/20/2021,Hydro
20,5113.156983,1/20/2021,Nuclear
20,-2.594917,1/20/2021,Other
20,0.002945,1/20/2021,Solar
20,10200.01538,1/20/2021,Wind
20,21.981732,1/21/2021,Biomass
20,10093.63573,1/21/2021,Coal
20,1830.430576,1/21/2021,Gas
20,19512.58917,1/21/2021,Gas-CC
20,79.558021,1/21/2021,Hydro
20,5112.902804,1/21/2021,Nuclear
20,4.10491,1/21/2021,Other
20,0.003583,1/21/2021,Solar
20,4683.166954,1/21/2021,Wind
20,22.318205,1/22/2021,Biomass
20,11240.3408,1/22/2021,Coal
20,1826.187133,1/22/2021,Gas
20,19316.96563,1/22/2021,Gas-CC
20,121.852058,1/22/2021,Hydro
20,5107.744481,1/22/2021,Nuclear
20,-2.953472,1/22/2021,Other
20,0.003617,1/22/2021,Solar
20,3636.910945,1/22/2021,Wind
20,21.412076,1/23/2021,Biomass
20,11201.36472,1/23/2021,Coal
20,680.453328,1/23/2021,Gas
20,11844.67785,1/23/2021,Gas-CC
20,108.188843,1/23/2021,Hydro
20,5102.773492,1/23/2021,Nuclear
20,0.635855,1/23/2021,Other
20,0.00341,1/23/2021,Solar
20,10904.27682,1/23/2021,Wind
20,22.049834,1/24/2021,Biomass
20,9309.822543,1/24/2021,Coal
20,734.637582,1/24/2021,Gas
20,10950.67615,1/24/2021,Gas-CC
20,108.566686,1/24/2021,Hydro
20,5107.655944,1/24/2021,Nuclear
20,17.541576,1/24/2021,Other
20,0.003578,1/24/2021,Solar
20,15001.79934,1/24/2021,Wind
20,21.008782,1/25/2021,Biomass
20,9148.367072,1/25/2021,Coal
20,712.58162,1/25/2021,Gas
20,13012.46336,1/25/2021,Gas-CC
20,94.950914,1/25/2021,Hydro
20,5093.920691,1/25/2021,Nuclear
20,6.809973,1/25/2021,Other
20,0.003412,1/25/2021,Solar
20,13197.19313,1/25/2021,Wind
20,22.359159,1/26/2021,Biomass
20,8305.981125,1/26/2021,Coal
20,805.296011,1/26/2021,Gas
20,17318.01994,1/26/2021,Gas-CC
20,124.235722,1/26/2021,Hydro
20,5102.865878,1/26/2021,Nuclear
20,6.990764,1/26/2021,Other
20,0.002798,1/26/2021,Solar
20,10788.49132,1/26/2021,Wind
20,21.186888,1/27/2021,Biomass
20,9849.717983,1/27/2021,Coal
20,1773.546117,1/27/2021,Gas
20,20601.14219,1/27/2021,Gas-CC
20,55.683075,1/27/2021,Hydro
20,5101.622874,1/27/2021,Nuclear
20,2.224786,1/27/2021,Other
20,0.002436,1/27/2021,Solar
20,6685.28177,1/27/2021,Wind
20,18.453857,1/28/2021,Biomass
20,9851.861856,1/28/2021,Coal
20,1565.079642,1/28/2021,Gas
20,15863.7295,1/28/2021,Gas-CC
20,94.045638,1/28/2021,Hydro
20,5094.100763,1/28/2021,Nuclear
20,2.106171,1/28/2021,Other
20,0.002729,1/28/2021,Solar
20,12827.24653,1/28/2021,Wind
20,21.721268,1/29/2021,Biomass
20,9261.959487,1/29/2021,Coal
20,798.755324,1/29/2021,Gas
20,8693.778751,1/29/2021,Gas-CC
20,57.707385,1/29/2021,Hydro
20,5101.867898,1/29/2021,Nuclear
20,15.516322,1/29/2021,Other
20,0.003357,1/29/2021,Solar
20,16663.2048,1/29/2021,Wind
20,18.94691,1/30/2021,Biomass
20,9492.002115,1/30/2021,Coal
20,536.23798,1/30/2021,Gas
20,9514.905754,1/30/2021,Gas-CC
20,58.136599,1/30/2021,Hydro
20,5093.1606,1/30/2021,Nuclear
20,5.144809,1/30/2021,Other
20,0.004593,1/30/2021,Solar
20,13572.65025,1/30/2021,Wind
20,18.491699,1/31/2021,Biomass
20,10203.50054,1/31/2021,Coal
20,787.875996,1/31/2021,Gas
20,16181.80575,1/31/2021,Gas-CC
20,98.526459,1/31/2021,Hydro
20,5092.181161,1/31/2021,Nuclear
20,8.139391,1/31/2021,Other
20,0.003514,1/31/2021,Solar
20,7990.87284,1/31/2021,Wind
21,19.003397,1/1/2021,Biomass
21,12015.46904,1/1/2021,Coal
21,1965.115562,1/1/2021,Gas
21,22985.1577,1/1/2021,Gas-CC
21,38.859734,1/1/2021,Hydro
21,5110.982057,1/1/2021,Nuclear
21,-3.114874,1/1/2021,Other
21,0.00972,1/1/2021,Solar
21,3774.294271,1/1/2021,Wind
21,18.459585,1/2/2021,Biomass
21,6542.680377,1/2/2021,Coal
21,1193.202293,1/2/2021,Gas
21,14033.77641,1/2/2021,Gas-CC
21,38.855933,1/2/2021,Hydro
21,5113.134392,1/2/2021,Nuclear
21,3.654041,1/2/2021,Other
21,0.011316,1/2/2021,Solar
21,16249.44652,1/2/2021,Wind
21,18.696903,1/3/2021,Biomass
21,7884.772626,1/3/2021,Coal
21,728.626383,1/3/2021,Gas
21,15210.9863,1/3/2021,Gas-CC
21,38.603779,1/3/2021,Hydro
21,5112.51282,1/3/2021,Nuclear
21,5.409862,1/3/2021,Other
21,0.013129,1/3/2021,Solar
21,10576.72863,1/3/2021,Wind
21,17.828135,1/4/2021,Biomass
21,11296.55012,1/4/2021,Coal
21,1116.562158,1/4/2021,Gas
21,19833.55308,1/4/2021,Gas-CC
21,42.229202,1/4/2021,Hydro
21,5117.707119,1/4/2021,Nuclear
21,-0.353823,1/4/2021,Other
21,0.012105,1/4/2021,Solar
21,3108.68502,1/4/2021,Wind
21,21.609176,1/5/2021,Biomass
21,6946.14162,1/5/2021,Coal
21,522.046814,1/5/2021,Gas
21,7346.813807,1/5/2021,Gas-CC
21,54.856793,1/5/2021,Hydro
21,5110.682938,1/5/2021,Nuclear
21,2.698988,1/5/2021,Other
21,0.003,1/5/2021,Solar
21,20759.75226,1/5/2021,Wind
21,22.052742,1/6/2021,Biomass
21,7777.734998,1/6/2021,Coal
21,592.170962,1/6/2021,Gas
21,10186.65249,1/6/2021,Gas-CC
21,66.077013,1/6/2021,Hydro
21,5112.639379,1/6/2021,Nuclear
21,8.657793,1/6/2021,Other
21,0.447127,1/6/2021,Solar
21,18699.04397,1/6/2021,Wind
21,22.007966,1/7/2021,Biomass
21,12153.9919,1/7/2021,Coal
21,1131.024216,1/7/2021,Gas
21,20115.6889,1/7/2021,Gas-CC
21,67.104944,1/7/2021,Hydro
21,5113.173913,1/7/2021,Nuclear
21,-1.936959,1/7/2021,Other
21,0.002092,1/7/2021,Solar
21,6014.495256,1/7/2021,Wind
21,22.024768,1/8/2021,Biomass
21,13007.39487,1/8/2021,Coal
21,1822.44471,1/8/2021,Gas
21,21878.03982,1/8/2021,Gas-CC
21,41.653362,1/8/2021,Hydro
21,5109.41291,1/8/2021,Nuclear
21,-1.631269,1/8/2021,Other
21,2.031621,1/8/2021,Solar
21,4335.561202,1/8/2021,Wind
21,23.486978,1/9/2021,Biomass
21,11684.28153,1/9/2021,Coal
21,964.238316,1/9/2021,Gas
21,17826.22509,1/9/2021,Gas-CC
21,41.708628,1/9/2021,Hydro
21,5107.853681,1/9/2021,Nuclear
21,-1.208971,1/9/2021,Other
21,0.002617,1/9/2021,Solar
21,9446.49448,1/9/2021,Wind
21,21.287809,1/10/2021,Biomass
21,10751.21846,1/10/2021,Coal
21,4720.292168,1/10/2021,Gas
21,24870.8837,1/10/2021,Gas-CC
21,66.924139,1/10/2021,Hydro
21,5107.984222,1/10/2021,Nuclear
21,0.703585,1/10/2021,Other
21,0.001673,1/10/2021,Solar
21,8135.17122,1/10/2021,Wind
21,20.422518,1/11/2021,Biomass
21,12133.73689,1/11/2021,Coal
21,4715.047024,1/11/2021,Gas
21,27368.63998,1/11/2021,Gas-CC
21,41.339123,1/11/2021,Hydro
21,5115.674986,1/11/2021,Nuclear
21,-0.092437,1/11/2021,Other
21,0.002334,1/11/2021,Solar
21,2791.537562,1/11/2021,Wind
21,19.695306,1/12/2021,Biomass
21,12162.75559,1/12/2021,Coal
21,2498.282793,1/12/2021,Gas
21,22016.2557,1/12/2021,Gas-CC
21,48.880195,1/12/2021,Hydro
21,5119.370229,1/12/2021,Nuclear
21,1.350422,1/12/2021,Other
21,0.002975,1/12/2021,Solar
21,7238.820444,1/12/2021,Wind
21,20.974262,1/13/2021,Biomass
21,11390.5868,1/13/2021,Coal
21,893.742485,1/13/2021,Gas
21,9133.497602,1/13/2021,Gas-CC
21,38.702616,1/13/2021,Hydro
21,5117.508036,1/13/2021,Nuclear
21,-0.842617,1/13/2021,Other
21,0.002927,1/13/2021,Solar
21,17954.87763,1/13/2021,Wind
21,23.566463,1/14/2021,Biomass
21,11050.06383,1/14/2021,Coal
21,1208.172465,1/14/2021,Gas
21,14710.33481,1/14/2021,Gas-CC
21,55.987088,1/14/2021,Hydro
21,5119.910025,1/14/2021,Nuclear
21,0.679658,1/14/2021,Other
21,0.003157,1/14/2021,Solar
21,10260.17137,1/14/2021,Wind
21,19.169301,1/15/2021,Biomass
21,11495.97131,1/15/2021,Coal
21,1122.000346,1/15/2021,Gas
21,15228.01592,1/15/2021,Gas-CC
21,74.795958,1/15/2021,Hydro
21,5121.568852,1/15/2021,Nuclear
21,-2.0057,1/15/2021,Other
21,0.009996,1/15/2021,Solar
21,12512.43923,1/15/2021,Wind
21,22.544059,1/16/2021,Biomass
21,11299.85138,1/16/2021,Coal
21,1165.08693,1/16/2021,Gas
21,16194.3911,1/16/2021,Gas-CC
21,84.991732,1/16/2021,Hydro
21,5121.593936,1/16/2021,Nuclear
21,15.45257,1/16/2021,Other
21,0.006363,1/16/2021,Solar
21,7684.539128,1/16/2021,Wind
21,20.464585,1/17/2021,Biomass
21,11448.79171,1/17/2021,Coal
21,816.431861,1/17/2021,Gas
21,15827.13328,1/17/2021,Gas-CC
21,81.21988,1/17/2021,Hydro
21,5120.332387,1/17/2021,Nuclear
21,3.234852,1/17/2021,Other
21,0.004151,1/17/2021,Solar
21,6813.259593,1/17/2021,Wind
21,21.31903,1/18/2021,Biomass
21,6851.584787,1/18/2021,Coal
21,611.29467,1/18/2021,Gas
21,6864.647454,1/18/2021,Gas-CC
21,79.859348,1/18/2021,Hydro
21,5119.2462,1/18/2021,Nuclear
21,12.268539,1/18/2021,Other
21,1.240939,1/18/2021,Solar
21,20685.01896,1/18/2021,Wind
21,20.659256,1/19/2021,Biomass
21,10904.18427,1/19/2021,Coal
21,1400.557766,1/19/2021,Gas
21,14701.02019,1/19/2021,Gas-CC
21,100.067053,1/19/2021,Hydro
