Delivery Date,Delivery Hour,Settlement Point Name,Settlement Point Price
1/1/2019,1,LZ_HOUSTON,14.2075
1/1/2019,1,LZ_SOUTH,14.9375
1/1/2019,1,LZ_WEST,12.57
1/1/2019,1,LZ_NORTH,13.4825
1/1/2019,2,LZ_NORTH,14.57
1/1/2019,2,LZ_SOUTH,16.055
1/1/2019,2,LZ_WEST,13.71
1/1/2019,2,LZ_HOUSTON,15.195
1/1/2019,3,LZ_WEST,15.1775
1/1/2019,3,LZ_SOUTH,16.03
1/1/2019,3,LZ_HOUSTON,15.5275
1/1/2019,3,LZ_NORTH,15.4125
1/1/2019,4,LZ_WEST,16.11
1/1/2019,4,LZ_NORTH,16.1
1/1/2019,4,LZ_HOUSTON,16.0575
1/1/2019,4,LZ_SOUTH,16.2275
1/1/2019,5,LZ_WEST,16.0325
1/1/2019,5,LZ_SOUTH,16.0325
1/1/2019,5,LZ_NORTH,16.0325
1/1/2019,5,LZ_HOUSTON,16.0325
1/1/2019,6,LZ_WEST,16.965
1/1/2019,6,LZ_SOUTH,16.965
1/1/2019,6,LZ_HOUSTON,16.965
1/1/2019,6,LZ_NORTH,16.965
1/1/2019,7,LZ_WEST,17.9625
1/1/2019,7,LZ_HOUSTON,17.9625
1/1/2019,7,LZ_NORTH,17.9625
1/1/2019,7,LZ_SOUTH,17.9625
1/1/2019,8,LZ_WEST,18.0675
1/1/2019,8,LZ_HOUSTON,18.0675
1/1/2019,8,LZ_NORTH,18.0675
1/1/2019,8,LZ_SOUTH,18.0675
1/1/2019,9,LZ_NORTH,18.8725
1/1/2019,9,LZ_SOUTH,18.8725
1/1/2019,9,LZ_HOUSTON,18.8725
1/1/2019,9,LZ_WEST,18.8725
1/1/2019,10,LZ_HOUSTON,20.0525
1/1/2019,10,LZ_WEST,20.0525
1/1/2019,10,LZ_NORTH,20.0525
1/1/2019,10,LZ_SOUTH,20.0525
1/1/2019,11,LZ_SOUTH,21.0575
1/1/2019,11,LZ_NORTH,21.0575
1/1/2019,11,LZ_HOUSTON,21.0575
1/1/2019,11,LZ_WEST,21.0575
1/1/2019,12,LZ_HOUSTON,21.5175
1/1/2019,12,LZ_WEST,21.5175
1/1/2019,12,LZ_SOUTH,21.48
1/1/2019,12,LZ_NORTH,21.5175
1/1/2019,13,LZ_SOUTH,21.74
1/1/2019,13,LZ_WEST,21.79
1/1/2019,13,LZ_NORTH,21.79
1/1/2019,13,LZ_HOUSTON,21.79
1/1/2019,14,LZ_SOUTH,21.6425
1/1/2019,14,LZ_HOUSTON,21.8525
1/1/2019,14,LZ_NORTH,21.965
1/1/2019,14,LZ_WEST,24.4675
1/1/2019,15,LZ_SOUTH,21.4675
1/1/2019,15,LZ_WEST,32.5525
1/1/2019,15,LZ_HOUSTON,22.1375
1/1/2019,15,LZ_NORTH,22.59
1/1/2019,16,LZ_NORTH,23.585
1/1/2019,16,LZ_SOUTH,20.9775
1/1/2019,16,LZ_WEST,47.465
1/1/2019,16,LZ_HOUSTON,22.505
1/1/2019,17,LZ_WEST,54.06
1/1/2019,17,LZ_SOUTH,21.7225
1/1/2019,17,LZ_NORTH,24.865
1/1/2019,17,LZ_HOUSTON,23.5575
1/1/2019,18,LZ_HOUSTON,30.5575
1/1/2019,18,LZ_WEST,61.23
1/1/2019,18,LZ_SOUTH,28.705
1/1/2019,18,LZ_NORTH,31.865
1/1/2019,19,LZ_WEST,62.3375
1/1/2019,19,LZ_NORTH,33.2575
1/1/2019,19,LZ_HOUSTON,31.97
1/1/2019,19,LZ_SOUTH,30.1275
1/1/2019,20,LZ_NORTH,32.7875
1/1/2019,20,LZ_SOUTH,29.5975
1/1/2019,20,LZ_WEST,62.58
1/1/2019,20,LZ_HOUSTON,31.48
1/1/2019,21,LZ_HOUSTON,29.205
1/1/2019,21,LZ_SOUTH,27.2675
1/1/2019,21,LZ_NORTH,30.5475
1/1/2019,21,LZ_WEST,61.2775
1/1/2019,22,LZ_SOUTH,24.8975
1/1/2019,22,LZ_WEST,59.6975
1/1/2019,22,LZ_HOUSTON,26.8825
1/1/2019,22,LZ_NORTH,28.255
1/1/2019,23,LZ_HOUSTON,25.4125
1/1/2019,23,LZ_SOUTH,23.4175
1/1/2019,23,LZ_WEST,58.34
1/1/2019,23,LZ_NORTH,26.785
1/1/2019,24,LZ_NORTH,23.97
1/1/2019,24,LZ_WEST,56.6875
1/1/2019,24,LZ_SOUTH,20.49
1/1/2019,24,LZ_HOUSTON,22.5475
1/2/2019,1,LZ_WEST,56.785
1/2/2019,1,LZ_HOUSTON,22.215
1/2/2019,1,LZ_SOUTH,20.1475
1/2/2019,1,LZ_NORTH,23.645
1/2/2019,2,LZ_NORTH,23.035
1/2/2019,2,LZ_WEST,56.5025
1/2/2019,2,LZ_SOUTH,19.51
1/2/2019,2,LZ_HOUSTON,21.5925
